,title,genre,votes,rating,release_year,plot,poster,imdb_id
896,Texas Country Reporter,Talk-Show,5.0,7.0,1972,"Bob and Kelli Phillips travel the back roads of Texas discovering uplifting stories,interesting places and fascinating people in the Lone Star State.",https://m.media-amazon.com/images/M/MV5BYjBjYzhmOGEtMmQxMy00Y2UwLWIwYjEtZTk0NmFjYzM3MWVmXkEyXkFqcGdeQXVyMjY0MTQ0NjY@._V1_SX300.jpg,tt8739522
897,The Texas Chain Saw Massacre,Horror,128393.0,7.5,1974,Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths and must survive the terrors of Leatherface and his family.,https://m.media-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0072271
898,The Great Texas Dynamite Chase,Action,369.0,5.9,1976,Explosive drama and action when two sexy girls go on a bank robbing binge.,https://m.media-amazon.com/images/M/MV5BYjlhZGU2ZWYtZjU2MC00MDc0LTk2YzItMmYyZDU2YzZjYjgzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0076109
900,Texas Detour,Action,47.0,5.6,1978,"A trip across the United States takes a wrong turn when three California teenagers have their van stolen. Stranded in a backwoods town with the sheriff refusing to help,the trio decide to settle scores while getting justice.",https://m.media-amazon.com/images/M/MV5BMDRjNGJiZDMtYTZiZS00ZmM0LWExZDAtMjAyNjIxNWI1MmE1L2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,tt0078379
902,Texas,Drama,52.0,8.0,1982,"Daytime Drama,spun off from 'Another World,' which followed Iris Carrington from Bay City as she rediscovered Alex Wheeler,a former love,and moved to the Houston area. The stories ...",N/A,tt0080290
903,Murder in Texas,Drama,290.0,7.3,1981,"Story of Texas heiress Joan Robinson,who married plastic surgeon John Hill. Her father,Ash,is suspicious of Hill,thinking that he married Joan for money,which he used to buy a house ...",https://m.media-amazon.com/images/M/MV5BZjQzZDlhNWMtZDBlMS00YTgxLThiZDctNDA2N2EyZjNlMjE3XkEyXkFqcGdeQXVyNDEzNTUxMTk@._V1_SX300.jpg,tt0082780
904,The Best Little Whorehouse in Texas,Comedy,9420.0,5.9,1982,A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.,https://m.media-amazon.com/images/M/MV5BM2Y3M2Y1MzUtNWViYi00YzZjLWE0YzUtMWVjYzc2YjI3Y2I2L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0083642
905,2020 Texas Gladiators,Action,501.0,4.6,1983,"In a post-apocalyptic Texas,a band of warriors fight against a fascist regime that is trying to take control of all surviving population.",https://m.media-amazon.com/images/M/MV5BYTJkZjY5ODYtOGE4NC00MWVmLThiOGQtZDNjNzhiZjEzMzlmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,tt0083565
906,"Paris,Texas",Drama,81389.0,8.1,1984,"Travis Henderson,an aimless drifter who has been missing for four years,wanders out of the desert and must reconnect with society,himself,his life,and his family.",https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_SX300.jpg,tt0087884
907,Tyler Texas Black Film Collection,Documentary,5.0,5.2,1985,N/A,N/A,tt6312066
908,The Texas Chainsaw Massacre 2,Comedy,26093.0,5.6,1986,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,https://m.media-amazon.com/images/M/MV5BMDNjNTg3MWUtNjUxNi00MzYxLWJmODctNTg0ZmI1Zjc2Y2Q0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0092076
909,The Texas Comedy Massacre,Comedy,15.0,5.4,1987,N/A,https://m.media-amazon.com/images/M/MV5BNzkyMDlkZDItNzRhOC00MzMyLTk1MDQtMDA2YmE2N2IzMWE5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0123296
910,The Texas Chainsaw Massacre: A Family Portrait,Documentary,666.0,6.0,1988,"A documentary about the classic 'Texas Chainsaw Massacre' film,including interviews with Gunnar Hansen (LEATHERFACE Edwin Neal (THE HITCHHIKER John Dugan (GRANDPA) and Jim Seidow (OLD MAN).",https://m.media-amazon.com/images/M/MV5BMTI0NTA5MTM1M15BMl5BanBnXkFtZTcwMjEyNTAzMQ@@._V1_SX300.jpg,tt0248537
911,Minas-Texas,Adventure,11.0,6.0,1989,"In a country town in the state of Minas Gerais,Brazil,Januária is going to marry the shy and naive Amorim. But in her heart she wants to escape with her dream hero,the cowboy Roy ...",https://m.media-amazon.com/images/M/MV5BNWM4MDkyYWEtMWRjZi00NTM2LWEzNjctNmEzMWY5MmNlNmI1L2ltYWdlXkEyXkFqcGdeQXVyMjU4MzEwNTU@._V1_SX300.jpg,tt0257919
912,Leatherface: Texas Chainsaw Massacre III,Horror,13244.0,5.1,1990,A California couple and a survivalist encounter Leatherface and his family.,https://m.media-amazon.com/images/M/MV5BYmFhMjlkOTctNWU2MC00YmQzLWJmYWMtZTUyNzM4YTU4ODRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0099994
913,Wild Texas Wind,Drama,136.0,6.1,1991,A country singer becomes romantically entangled with a volatile manager.,https://m.media-amazon.com/images/M/MV5BYTg2ODlmNzMtMTMxZC00YzE0LWEwODctYjI2MmQ5NTkxN2ZhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,tt0103263
914,Willing to Kill: The Texas Cheerleader Story,Drama,167.0,5.9,1992,Fact-based story of a homemaker driven by jealousy to conspire against the mother of her daughter's rival.,N/A,tt0105822
915,"Walker,Texas Ranger",Action,14247.0,5.5,1993,Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.,https://m.media-amazon.com/images/M/MV5BMTc4MzAzMDA2Ml5BMl5BanBnXkFtZTcwNjk3NzIzMQ@@._V1_SX300.jpg,tt0106168
916,Texas (1994),Adventure,392.0,6.3,1994,"In the beginning of the 19th Century,many white Americans are settling in the Mexican province of Texas. As the years go by,political conflicts between the settlers and the Mexican ...",https://m.media-amazon.com/images/M/MV5BMTkzNTc0Mzg3Ml5BMl5BanBnXkFtZTcwOTQ5MDYxMQ@@._V1_SX300.jpg,tt0108316
917,Texas Chainsaw Massacre: The Next Generation,Comedy,18849.0,3.3,1995,"A group of teenagers get into a car crash in the Texas woods on prom night,and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",https://m.media-amazon.com/images/M/MV5BYTE3MzM4NzQtZWZjMi00MmI5LWE0NGItNDZlNmJhMjQyMTQ1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,tt0110978
918,The Return of the Texas Chainsaw Massacre: The Documentary,Documentary,19.0,7.3,1996,This 55 minute documentary includes on-set footage and interviews with the cast and crew. It is a fascinating behind-the-scenes look at the film that went on to become the black sheep of the Texas Chainsaw franchise.,https://m.media-amazon.com/images/M/MV5BMTRhYTQzNDItOGY1Ny00ZWE4LTlhMjctNmE2ODY5NzFjZDMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt3575374
919,Love's Deadly Triangle: The Texas Cadet Murder,Drama,599.0,6.5,1997,"Diane and David love each other,but when they go to separate army academies,David has an affair. Diane snaps and ultimately something very sinister happens that the couple get involved in.",https://m.media-amazon.com/images/M/MV5BNDdlODVjNGUtODZjYy00MGUyLTk3OGItMDU1OGMwZTRkMzRlXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg,tt0119579
920,"Dancer,Texas Pop. 81",Comedy,2277.0,6.6,1998,"Four friends from the small Texas town of Dancer are graduating from high school and are planning to move to L.A. after graduation,taking the population of Dancer down to 77 from 81. All ...",https://m.media-amazon.com/images/M/MV5BMjE0NjE2ODM4MV5BMl5BanBnXkFtZTYwNTk2NDg5._V1_SX300.jpg,tt0118925
921,Dusk Till Dawn 2: Texas Blood Money,Crime,14591.0,4.1,1999,Five career criminals gather in Mexico to pull off a bank heist. They soon realize that they are up against far more frightening creatures than the police pursuing them.,https://m.media-amazon.com/images/M/MV5BOTZkNTA2ODItYzY1MC00NWJhLWIwNTYtNmI2NWIxNzA0Yzc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0120860
922,Texas Chain Saw Massacre: The Shocking Truth,Documentary,476.0,7.1,2000,A documentary primarily focusing on the filming and release of the original Texas Chainsaw Massacre.,https://m.media-amazon.com/images/M/MV5BOTUyZmU1NGMtZmQyMS00MTBiLTk1NDctMTk4OGE5NDYxYzY4XkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_SX300.jpg,tt0286214
923,Texas Rangers,Action,5317.0,5.2,2001,"A ragtag group of youngsters band together after the American Civil War to form the Texas Rangers,a group charged with the dangerous,ruthless duty of cleaning up the West.",https://m.media-amazon.com/images/M/MV5BMTIwOTM3ODk4NV5BMl5BanBnXkFtZTcwNjI3NjYxMQ@@._V1_SX300.jpg,tt0193560
924,Texas (2002),Documentary,183.0,7.2,2002,N/A,https://m.media-amazon.com/images/M/MV5BMTIzNzYyMjY2M15BMl5BanBnXkFtZTYwMTY0NDg5._V1_SX300.jpg,tt0303290
925,The Texas Chainsaw Massacre,Horror,126419.0,6.2,2003,"After picking up a traumatized young hitchhiker,five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0324216
926,Death and Texas,Comedy,84.0,6.0,2004,Football superstar 'Barefoot' Bobby Briggs of the Austin Steers has been convicted of murder. Will he be allowed to play with his team on Megabowl Sunday before he is executed? That is what this mockumentary explores.,https://m.media-amazon.com/images/M/MV5BMTU0NjM5ODk5OF5BMl5BanBnXkFtZTcwMTE0MjkzMQ@@._V1_SX300.jpg,tt0356515
927,Texas (200%),Drama,262.0,5.9,2005,N/A,https://m.media-amazon.com/images/M/MV5BNWMyZTNiNjMtNWNlZS00ODcyLTg1YzktZTBkMmNhYzYwMTQ5XkEyXkFqcGdeQXVyMDk2Mzc2MA@@._V1_SX300.jpg,tt0446602
928,The Texas Chainsaw Massacre: The Beginning,Horror,65892.0,5.8,2006,"Before being sent to serve in Vietnam,two brothers and their girlfriends take one last road trip,but when they get into an accident,a terrifying experience will take them to a secluded house of horrors,with a chainsaw-wielding killer.",https://m.media-amazon.com/images/M/MV5BMTIwMzAxNDcyMl5BMl5BanBnXkFtZTYwMjMwMDc2._V1_SX300.jpg,tt0420294
929,A West Texas Children's Story,Drama,1522.0,7.5,2007,"Set in the 1960s,a magical tale of two 12-year-olds embarking on an adventure to find new,cool parents and escape their neglected,overly adult existence.",https://m.media-amazon.com/images/M/MV5BN2IwOTk3YjUtYmZlZS00ZDU4LTllM2QtZTU5MWY0ZTE3YjhiXkEyXkFqcGdeQXVyNTg2NzY1OTc@._V1_SX300.jpg,tt0446802
930,Fab Five: The Texas Cheerleader Scandal,Biography,2283.0,5.9,2008,"A teacher is harassed by a group of snotty,popular cheerleaders who think they can get away with anything. However,the teacher has no intention of taking their rude behavior.",https://m.media-amazon.com/images/M/MV5BMzIzMmYzY2ItNTFhYy00NTZmLThiYzItNTk4MTRhMDQ3M2EzXkEyXkFqcGdeQXVyNTI0ODIxNjU@._V1_SX300.jpg,tt1191113
931,Luke and Lucy: The Texas Rangers,Animation,450.0,5.7,2009,"Luke and Lucy,two inseparable friends,have to help out the Texas Rangers to prevent Jim Parasite from taking over the world.",https://m.media-amazon.com/images/M/MV5BNmJhM2YwNzUtMmQ2Mi00MmI4LTg3MDgtYzgxNzk0YzkyYmFjXkEyXkFqcGdeQXVyMzc4Njk1ODQ@._V1_SX300.jpg,tt1433915
932,Texas Frightmare Massacre,Action,39.0,5.9,2010,"Laughs,bloody murder,gratuitous nudity,and a horse head killer...what more could you want?",https://m.media-amazon.com/images/M/MV5BMTUxNjE4NTEwNF5BMl5BanBnXkFtZTgwNzI1MzA2MDE@._V1_SX300.jpg,tt1416343
934,Texas Car Wars,Reality-TV,109.0,6.2,2012,Texas restoration garages compete at car wreck auctions in winning the bid on cars they restore to sell in for the biggest profits.,https://m.media-amazon.com/images/M/MV5BMTQzMTE1MjI2NF5BMl5BanBnXkFtZTgwMTg4NDAxMzE@._V1_SX300.jpg,tt2395232
935,Texas (2013),Short,27.0,7.0,2013,A cowboy meets his estranged wife on the Texas/Oklahoma border and tries to win her back. One problem - neither will cross state lines.,https://m.media-amazon.com/images/M/MV5BMTk3NzY3NzkwN15BMl5BanBnXkFtZTcwNzEwMjU0OQ@@._V1_SX300.jpg,tt2866492
936,Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983,Documentary,38.0,8.2,2014,"This film reveals and dissects the formative years of Stevie Ray Vaughan's career - his influences and recordings - and traces the history of Texas blues itself,identifying Vaughan's place...",https://m.media-amazon.com/images/M/MV5BN2Y4NzI1NTctOGM3ZS00YzdmLTg3ZjItZThmZDAwZTAzYjllXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,tt5525782
937,Texas Rising,Drama,3539.0,6.7,2015,The story of how the Texas Rangers were created.,https://m.media-amazon.com/images/M/MV5BMTUyNjEwMzMzOF5BMl5BanBnXkFtZTgwMDE2OTQ1NTE@._V1_SX300.jpg,tt3598496
938,Stagecoach: The Texas Jack Story,Western,712.0,4.3,2016,A former stagecoach robber is hunted by a vengeful US Marshal.,https://m.media-amazon.com/images/M/MV5BNzQyNmE2MTktNTEzMi00ZGMyLWI4MzEtYWFhMDIzODMxMWE3XkEyXkFqcGdeQXVyMDU1MzkzMA@@._V1_SX300.jpg,tt5679402
939,"Midnight,Texas",Drama,11755.0,7.4,2017,"Midnight is a safe haven for those who are different,but with the presence of outsiders,the residents band together and form a strong and unlikely family.",https://m.media-amazon.com/images/M/MV5BN2QzYWZmZjAtNzFkOS00NzgwLWIzZDgtNmRkMTM5N2RkMmEwXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,tt5464086
940,Texas (2018),Action,27.0,5.1,2018,The story of two friends Sasan and Bahram. Sasan is living in Brazil and Bahram wants to join him too but they face many different challenges and adventures in between.,https://m.media-amazon.com/images/M/MV5BYmU4ZTIxZjMtOWQxMS00YmI3LWJkN2MtYzFkNDdjMDk2YTYyXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg,tt8377736
941,ZZ Top: That Little Ol' Band from Texas,Documentary,605.0,7.4,2019,"The story of how three oddball teenage bluesmen became one of the biggest,most beloved bands on the planet.",https://m.media-amazon.com/images/M/MV5BMTE3NTJlMDItNDMwNC00NzRiLTgzOWMtNzA5ZWI3MjE5NWVhXkEyXkFqcGdeQXVyMTA1ODkxNjQ1._V1_SX300.jpg,tt9015306
942,Intrigue in Los Angeles,Drama,6.0,4.2,1964,N/A,https://m.media-amazon.com/images/M/MV5BY2JiMzdkYTktZTE5Ni00ZWRiLWE5MTgtMjhiMDc1MWI2MzQxXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1_SX300.jpg,tt0179881
946,Long Drawn-Out Trip: Sketches from Los Angeles,Animation,16.0,7.2,1971,N/A,N/A,tt0461984
947,Hay ángeles sin alas,Comedy,9.0,6.6,1972,N/A,https://m.media-amazon.com/images/M/MV5BZjcyNDA2YTgtZTNkNy00YjhhLWEzYzktMzFlNmE3ZWRhNjYzXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,tt0242511
951,Giulini's Beethoven's 9th Live: A Gift from Los Angeles,Music,5.0,6.8,1978,"Carlo Maria Giulini makes his debut as music director of the Los Angeles Philharmonic in this live performance of Beethoven's 9th Symphony ('Choral') at the Los Angeles Music Center,...",N/A,tt0330330
952,El rebaño de los ángeles,N/A,9.0,7.7,1979,N/A,N/A,tt0079782
955,Los Angeles 1984: Games of the XXIII Olympiad,Sport,25.0,7.6,1984,N/A,N/A,tt0396992
959,1988 World Series Video: Los Angeles Dodgers vs Oakland A's,Sport,18.0,7.5,1988,N/A,N/A,tt0483465
961,The Great Los Angeles Earthquake,Action,540.0,6.1,1990,"After a series of small tremors in Los Angeles,Dr. Clare Winslow,a local seismologist,pinpoints the exact location and time of when the long awaited earthquake--'The Big One'--will ...",https://m.media-amazon.com/images/M/MV5BNzI3MjY3MTk0MF5BMl5BanBnXkFtZTcwMzEzMDMyMQ@@._V1_SX300.jpg,tt0099137
963,Ángeles sin paraíso,Drama,8.0,7.4,1992,"Claudia and Andres are two youngsters who live in a grand mansion. Their evil aunt Aurora Sombria,a bitter and cruel woman,derives pleasure from abusing them and keeping them separated ...",N/A,tt0215455
965,Cityscrapes: Los Angeles,Drama,39.0,6.4,1994,"'CITYSCRAPES' takes you on a 24-hour voyeuristic journey through the bedrooms,bathrooms,bars,cars,clubs,restaurants and back alleys of the lives of the young and hip in post modern Los...",https://m.media-amazon.com/images/M/MV5BZWNhMThkMTktZWNlNS00YjU3LTkxYTQtZWZhODQzZDlhMDBhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,tt0136756
969,Lisboa Los Angeles - Sem Destino,N/A,8.0,7.1,1998,N/A,N/A,tt0119542
970,The Lords of Los Angeles,N/A,7.0,6.9,1999,N/A,N/A,tt0204585
971,Twilight: Los Angeles,Drama,70.0,7.6,2000,N/A,https://m.media-amazon.com/images/M/MV5BMjE5MjQ2MDk2MV5BMl5BanBnXkFtZTcwNjc4MTYxMQ@@._V1_SX300.jpg,tt0237865
972,Crocodile Dundee in Los Angeles,Action,22794.0,4.8,2001,Australian Outback adventurer Mick 'Crocodile' Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio.,https://m.media-amazon.com/images/M/MV5BMGVhYjA3NjAtOGIyZS00MmY0LThlZTEtMzAzZWQ2NzkwMjlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0231402
974,Los Angeles Plays Itself,Documentary,1954.0,8.0,2003,A documentary on how Los Angeles has been used and depicted in the movies.,https://m.media-amazon.com/images/M/MV5BMjAyMzMzMjEyN15BMl5BanBnXkFtZTgwNDAxMDcyNjE@._V1_SX300.jpg,tt0379357
975,Blue Neon Night: Michael Connelly's Los Angeles,Documentary,19.0,8.8,2004,A documentary featuring bestselling author Michael Connelly and how the city of Los Angeles brings his stories to life,N/A,tt0414874
976,Gods of Los Angeles,Drama,48.0,5.8,2005,"Bruce thought he had everything. A stable life,a beautiful girlfriend. But he still felt dead inside. And he found himself at a crossroads,with no idea what to do with the rest of his ...",https://ia.media-imdb.com/images/M/MV5BMTc2Nzc2NjkwMF5BMl5BanBnXkFtZTcwOTYxNzAzMQ@@._V1_SX300.jpg,tt0443520
977,Million Dollar Listing Los Angeles,Reality-TV,1047.0,5.8,2006,Follows the lives of property brokers in Los Angeles.,https://m.media-amazon.com/images/M/MV5BNDZhYzM0MjktYjYxMi00OWFlLTg0ZWUtMjk2NmI2ZWZkMTQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0815063
978,Loveless in Los Angeles,Comedy,430.0,4.9,2007,"When a womanizing,reality dating,television producer runs into his college crush,he realizes his bar-hopping,bed-hopping ways are leaving him unfulfilled,so he has the only woman,for ...",https://m.media-amazon.com/images/M/MV5BMTc2ODMyNTIxN15BMl5BanBnXkFtZTcwNzU2MDU0MQ@@._V1_SX300.jpg,tt0451106
979,"Scenes from the Sex Struggles at North Beverly Drive,Los Angeles,CA (Remix)",Drama,51.0,7.5,2008,A variety of Berlin Underground Stars live life in the fast lane in the bedrooms of superstardom.,https://m.media-amazon.com/images/M/MV5BMTY4NTA2MjY2MV5BMl5BanBnXkFtZTcwMTAwNTI2MQ@@._V1_SX300.jpg,tt1181931
980,NCIS: Los Angeles,Action,46559.0,6.7,2009,"The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna,streets kids risen through the ranks.",https://m.media-amazon.com/images/M/MV5BMGQzNGIzNmEtNWE3ZS00OTUyLTg3YTEtMDY3NDViZWE0YWY1XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_SX300.jpg,tt1378167
981,Private Security Officer: Los Angeles,Action,15.0,7.0,2010,"As Los Angeles grew to a population of over 5 million,crime was getting out of control. Budget cuts,low recruitment,and a rash of abuse lawsuits,left the LAPD unable to cope with the ...",N/A,tt0960827
982,Battle Los Angeles,Action,169988.0,5.7,2011,A squad of U.S. Marines becomes the last line of defense against a global invasion.,https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt1217613
983,Occupy Los Angeles,Documentary,223.0,3.3,2012,"From the Arab Spring to the American Autumn,director Joseph Quinn seeks to find out the origins of the Occupy Movement and shine a light on its long-term goals.",https://m.media-amazon.com/images/M/MV5BMjUzNTAzOTUyOV5BMl5BanBnXkFtZTcwOTQ0MjkzNw@@._V1_SX300.jpg,tt2096560
984,R&B Divas: Los Angeles,Reality-TV,45.0,6.5,2013,N/A,https://m.media-amazon.com/images/M/MV5BMDhjYmViYmItMmIzZi00NjcwLWE1YmQtOWU1YjNhZDFmNTUyXkEyXkFqcGdeQXVyNjUzMjI0MzA@._V1_SX300.jpg,tt3042520
986,Los Angeles Film Noir,Documentary,48.0,7.0,2015,N/A,https://m.media-amazon.com/images/M/MV5BMWIzNTFlNDctOGIyOC00ZTVhLTg4YzItMjgyNWE1ZWEzYmQyXkEyXkFqcGdeQXVyNjk0OTg4Mg@@._V1_SX300.jpg,tt5365436
988,Destruction Los Angeles,Action,923.0,4.5,2017,"A fatal explosion and sudden earthquake rock Los Angeles,and reporter John Benson seizes his chance to cover the breaking news of increasing seismic activity.",https://m.media-amazon.com/images/M/MV5BYjFkNGU1ZDQtMjMwOC00YzJjLTkzZTAtMjdmMTcyMGRlMWE5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,tt6422938
989,Los Angeles Overnight,Thriller,334.0,6.1,2018,A struggling actress inherits a bevy of colorful villains after desperation (with a touch of femme fatale) drives her and her gullible boyfriend to steal big from the Los Angeles underworld.,https://m.media-amazon.com/images/M/MV5BZTg2OTU4NWEtODViMy00MzQ0LTg2ZTYtMzg4Yjc1ZTQ2YWQzXkEyXkFqcGdeQXVyMDUwOTg1OQ@@._V1_SX300.jpg,tt4374864
990,Married to Medicine: Los Angeles,Reality-TV,34.0,4.1,2019,"This new series expands the fan-favorite Married to Medicine to the West Coast. In the city of glitz and glam,these doctors save lives by day and walk red carpets at night. The docuseries ...",https://m.media-amazon.com/images/M/MV5BNjU2NDllZjEtZjFkZC00ZDlhLWE3MjktY2RiYTU0NjY3NGYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt8845170
996,Helicopter Canada,Documentary,75.0,7.3,1966,"A view from a helicopter of the ten Canadian provinces in 1966. The result is a big,beautiful and engrossing bird's-eye portrait of the country. Nothing here is quite the same as seen ...",https://m.media-amazon.com/images/M/MV5BZWYxYTAwNzgtMWQzMi00MTg4LThhMGUtZGNlMTczNTMzMDZhXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg,tt0060498
997,Canada '67,Family,5.0,6.4,1967,"This Disney Circle-Vision 360-degree film,sponsored by Canada's telephone companies and shown at the Telephone Association of Canada Pavilion,took visitors at Expo '67 in Montreal on a ...",N/A,tt0061442
1000,Canada A.M.,News,39.0,6.1,1972,N/A,N/A,tt0341708
1002,The Funnier Side of Eastern Canada,Comedy,18.0,6.2,1974,Steve Martin's first TV special.,N/A,tt0390033
1005,Canada Vignettes: Fashion Designer,Short,9.0,5.0,1977,A fashion designer's life is profiled and she is seen at work.,N/A,tt0225263
1006,"Canada Vignettes: Men of the Deeps,Cape Breton",Short,45.0,5.8,1978,A chorus group of miners sing about the history of coal mining on Cape Breton Island.,N/A,tt0235256
1007,Canada Vignettes: Log Driver's Waltz,Animation,290.0,7.5,1979,"A short illustrating a traditional Canadian folk song about a woman's admiration for the agility for her boyfriend,the log driver.",https://m.media-amazon.com/images/M/MV5BMTM1NDc4OTc3M15BMl5BanBnXkFtZTYwMDkwODY5._V1_SX300.jpg,tt0133932
1008,Canada Vignettes: Canada's Snowbirds,Short,17.0,6.2,1980,N/A,N/A,tt0225253
1010,O Canada!,Family,99.0,7.2,1982,This Disney Circle-Vision 360-degree film shown at Walt Disney World's EPCOT Center showcases the breathtaking scenery and other visual delights of Canada. Highlights along the ...,N/A,tt0084429
1011,Canada Vignettes: Emergency Numbers,Animation,14.0,5.3,1984,N/A,N/A,tt0236058
1012,Canada Vignettes: Catapult Canada,Short,8.0,6.6,1985,N/A,N/A,tt0224708
1015,Canada for Canadians,Short,10.0,7.9,1988,Prominent Canadians explain their opposition to the proposed Free Trade Agreement with the U.S.A. Viewers are warned that Canadians will be paying heavily for what they have already. 'We ...,N/A,tt0193037
1016,Welcome to Canada,N/A,19.0,5.6,1989,"Newfoundlanders share their food,culture,and homes with a group of Tamil refugees found off the coast.",https://m.media-amazon.com/images/M/MV5BNjAxZjJiNTYtMGY0Mi00ZDgzLTlkMzgtZDAyYTljZGZhOWViXkEyXkFqcGdeQXVyODAyNDE3Mw@@._V1_SX300.jpg,tt0098632
1020,Out: Stories of Lesbian and Gay Youth in Canada,Documentary,28.0,7.1,1993,N/A,N/A,tt0110756
1021,Animation Favorites from the National Film Board of Canada,Animation,27.0,7.5,1994,Leonard Maltin hosts a selection of his favorite animated shorts from the National Film Board of Canada.,https://m.media-amazon.com/images/M/MV5BMTc3OTUwMTczNl5BMl5BanBnXkFtZTcwOTMwNjcxMQ@@._V1_SX300.jpg,tt0307962
1023,O Canada,Animation,37.0,7.9,1997,"Created in 1939,the National Film Board of Canada has produced and distributed literally thousands of films by and about Canadians,including hundreds of animated shorts. But despite the ...",N/A,tt0290116
1024,Cab to Canada,Drama,303.0,7.3,1998,"Fact-based story about a Pasadena cab driver who picks up what he believes is a routine fare,an elderly woman on her way to a funeral. However,the wealthy woman is soon is insisting that ...",https://m.media-amazon.com/images/M/MV5BYWZmZDVlY2QtMzU4OC00YTNjLWI5MzMtYTY4MDFjMjFjODA1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0161356
1025,Over Canada: An Aerial Adventure,Documentary,46.0,9.1,1999,"From a bird's eye view,OVER CANADA is a beautifully produced,award winning,high definition 'aerial adventure' television documentary that unveils the dramatic splendour of the awe-inspiringly vast Canadian landscape.",https://m.media-amazon.com/images/M/MV5BMTY4NjcyMjE1N15BMl5BanBnXkFtZTcwNjQzMzkxMQ@@._V1_SX300.jpg,tt0472480
1026,Canada: A People's History,Documentary,286.0,8.7,2000,A dramatized comprehensive survey of the history of Canada.,https://m.media-amazon.com/images/M/MV5BMTgzNTUzMjIwMl5BMl5BanBnXkFtZTcwMzQ1NzQyMQ@@._V1_SX300.jpg,tt0264228
1028,An American in Canada,Comedy,168.0,3.1,2002,N/A,N/A,tt0306275
